time_day,TCE_zone1_x17_5_mg_L,TCE_zone2_x2_mg_L,cDCE_zone2_x2_mg_L,VC_zone2_x2_mg_L,TCE_zone2_x15_mg_L,cDCE_zone2_x15_mg_L,VC_zone2_x15_mg_L,TCE_zone2_x28_mg_L,cDCE_zone2_x28_mg_L,VC_zone2_x28_mg_L,source_mass_mg,source_active
230.76,96.202080883081,2.26133586365777,122.613554139782,15.9054631462993,0,0.252437639504654,0.0467306349413927,0,0.00020340649854614,3.76817002196116e-05,0,0
230.79,96.1739120117737,2.26133269744903,122.613434608569,15.9054519096841,0,0.252508703800102,0.046743780559637,0,0.000203534718736296,3.77054533694444e-05,0,0
230.82,96.1457424813147,2.2613294852942,122.613313111381,15.905440485932,0,0.252579776230385,0.0467569276772667,0,0.000203662956091077,3.77292096990537e-05,0,0
230.85,96.1175722916888,2.26132622662632,122.613189631371,15.9054288735129,0,0.25265085679602,0.0467700762943752,0,0.000203791210611831,3.77529692086896e-05,0,0
230.88,96.0894014428804,2.26132292087141,122.613064151034,15.905417070831,0,0.25272194549752,0.0467832264110557,0,0.00020391948229991,3.77767318986023e-05,0,0
230.91,96.0612299348741,2.26131956744845,122.612936652224,15.9054050762267,0,0.252793042335401,0.0467963780274015,0,0.000204047771156663,3.78004977690419e-05,0,0
230.94,96.0330577676546,2.26131616576935,122.612807116174,15.9053928879779,0,0.252864147310177,0.0468095311435062,0,0.000204176077183441,3.78242668202585e-05,0,0
230.97,96.0048849412064,2.26131271523899,122.612675523504,15.9053805043017,0,0.252935260422363,0.0468226857594628,0,0.000204304400381593,3.78480390525022e-05,0,0
231,95.976711455514,2.26130921525523,122.612541854238,15.9053679233555,0,0.253006381672472,0.046835841875365,0,0.00020443274075247,3.78718144660231e-05,0,0
231.03,95.948537310562,2.26130566520883,122.612406087816,15.9053551432387,0,0.253077511061021,0.0468489994913058,0,0.000204561098297421,3.78955930610713e-05,0,0
231.06,95.9203625063351,2.26130206448352,122.612268203106,15.9053421619937,0,0.253148648588523,0.0468621586073788,0,0.000204689473017798,3.79193748378969e-05,0,0
231.09,95.8921870428177,2.26129841245595,122.612128178415,15.9053289776074,0,0.253219794255493,0.0468753192236771,0,0.000204817864914951,3.79431597967502e-05,0,0
231.12,95.8640109199945,2.26129470849568,122.611985991499,15.9053155880117,0,0.253290948062446,0.0468884813402943,0,0.000204946273990229,3.79669479378811e-05,0,0
231.15,95.8358341378501,2.26129095196517,122.611841619577,15.9053019910854,0,0.253362110009896,0.0469016449573235,0,0.000205074700244982,3.79907392615399e-05,0,0
231.18,95.8076566963689,2.26128714221974,122.611695039336,15.9052881846546,0,0.253433280098359,0.0469148100748581,0,0.000205203143680562,3.80145337679765e-05,0,0
231.21,95.7794785955356,2.26128327860761,122.611546226942,15.9052741664937,0,0.253504458328347,0.0469279766929915,0,0.000205331604298318,3.80383314574413e-05,0,0
231.24,95.7512998353347,2.26127936046979,122.611395158048,15.9052599343268,0,0.253575644700377,0.0469411448118169,0,0.0002054600820996,3.80621323301843e-05,0,0
231.27,95.7231204157509,2.26127538714016,122.611241807802,15.9052454858278,0,0.253646839214962,0.0469543144314278,0,0.00020558857708576,3.80859363864555e-05,0,0
231.3,95.6949403367686,2.26127135794533,122.611086150857,15.9052308186218,0,0.253718041872617,0.0469674855519174,0,0.000205717089258146,3.81097436265053e-05,0,0
231.33,95.6667595983725,2.26126727220474,122.610928161373,15.9052159302854,0,0.253789252673857,0.046980658173379,0,0.000205845618618109,3.81335540505836e-05,0,0
231.36,95.638578200547,2.26126312923051,122.610767813027,15.9052008183478,0,0.253860471619197,0.046993832295906,0,0.000205974165167,3.81573676589407e-05,0,0
231.39,95.6103961432769,2.2612589283275,122.610605079019,15.9051854802912,0,0.25393169870915,0.0470070079195918,0,0.000206102728906169,3.81811844518266e-05,0,0
231.42,95.5822134265467,2.26125466879326,122.610439932076,15.9051699135514,0,0.254002933944232,0.0470201850445296,0,0.000206231309836966,3.82050044294916e-05,0,0
231.45,95.5540300503408,2.26125034991796,122.61027234446,15.9051541155183,0,0.254074177324957,0.0470333636708127,0,0.000206359907960741,3.82288275921857e-05,0,0
231.48,95.525846014644,2.2612459709844,122.610102287968,15.9051380835368,0,0.25414542885184,0.0470465437985345,0,0.000206488523278845,3.82526539401591e-05,0,0
231.51,95.4976613194407,2.26124153126797,122.609929733944,15.9051218149068,0,0.254216688525394,0.0470597254277882,0,0.000206617155792628,3.82764834736619e-05,0,0
231.54,95.4694759647156,2.26123703003659,122.609754653275,15.9051053068842,0,0.254287956346136,0.0470729085586673,0,0.000206745805503441,3.83003161929444e-05,0,0
231.57,95.4412899504532,2.26123246655071,122.609577016401,15.9050885566805,0,0.254359232314578,0.047086093191265,0,0.000206874472412633,3.83241520982565e-05,0,0
231.6,95.413103276638,2.26122784006327,122.609396793316,15.9050715614642,0,0.254430516431236,0.0470992793256746,0,0.000207003156521556,3.83479911898486e-05,0,0
231.63,95.3849159432547,2.26122314981961,122.60921395357,15.9050543183604,0,0.254501808696625,0.0471124669619895,0,0.000207131857831558,3.83718334679707e-05,0,0
231.66,95.3567279502877,2.26121839505751,122.609028466277,15.9050368244513,0,0.254573109111258,0.047125656100303,0,0.000207260576343992,3.83956789328729e-05,0,0
231.69,95.3285392977218,2.26121357500711,122.608840300111,15.9050190767768,0,0.254644417675651,0.0471388467407083,0,0.000207389312060207,3.84195275848055e-05,0,0
231.72,95.3003499855413,2.26120868889085,122.608649423312,15.9050010723343,0,0.254715734390318,0.0471520388832988,0,0.000207518064981554,3.84433794240186e-05,0,0
231.75,95.272160013731,2.2612037359235,122.608455803688,15.9049828080792,0,0.254787059255773,0.0471652325281678,0,0.000207646835109383,3.84672344507624e-05,0,0
231.78,95.2439693822753,2.26119871531205,122.608259408618,15.9049642809254,0,0.25485839227253,0.0471784276754087,0,0.000207775622445044,3.8491092665287e-05,0,0
231.81,95.2157780911588,2.26119362625569,122.608060205051,15.9049454877447,0,0.254929733441106,0.0471916243251146,0,0.000207904426989888,3.85149540678425e-05,0,0
231.84,95.1875861403662,2.26118846794578,122.607858159509,15.9049264253678,0,0.255001082762013,0.0472048224773789,0,0.000208033248745265,3.85388186586792e-05,0,0
231.87,95.1593935298818,2.26118323956583,122.607653238087,15.9049070905841,0,0.255072440235766,0.047218022132295,0,0.000208162087712526,3.85626864380472e-05,0,0
231.9,95.1312002596904,2.2611779402914,122.607445406457,15.9048874801415,0,0.25514380586288,0.0472312232899561,0,0.000208290943893021,3.85865574061967e-05,0,0
231.93,95.1030063297765,2.2611725692901,122.607234629865,15.9048675907473,0,0.25521517964387,0.0472444259504555,0,0.000208419817288101,3.86104315633778e-05,0,0
231.96,95.0748117401246,2.26116712572153,122.607020873136,15.9048474190675,0,0.25528656157925,0.0472576301138866,0,0.000208548707899116,3.86343089098407e-05,0,0
231.99,95.0466164907193,2.26116160873725,122.606804100669,15.9048269617272,0,0.255357951669534,0.0472708357803426,0,0.000208677615727416,3.86581894458356e-05,0,0
232.02,95.0184205815452,2.26115601748074,122.606584276443,15.904806215311,0,0.255429349915236,0.0472840429499168,0,0.000208806540774352,3.86820731716127e-05,0,0
232.05,94.9902240125868,2.26115035108732,122.606361364013,15.9047851763622,0,0.255500756316872,0.0472972516227026,0,0.000208935483041275,3.87059600874221e-05,0,0
232.08,94.9620267838287,2.26114460868415,122.606135326513,15.9047638413838,0,0.255572170874956,0.0473104617987932,0,0.000209064442529535,3.8729850193514e-05,0,0
232.11,94.9338288952554,2.26113878939016,122.605906126654,15.9047422068376,0,0.255643593590002,0.0473236734782819,0,0.000209193419240483,3.87537434901386e-05,0,0
232.14,94.9056303468516,2.26113289231603,122.605673726722,15.9047202691448,0,0.255715024462524,0.047336886661262,0,0.000209322413175468,3.8777639977546e-05,0,0
232.17,94.8774311386017,2.2611269165641,122.605438088585,15.904698024686,0,0.255786463493038,0.0473501013478269,0,0.000209451424335843,3.88015396559865e-05,0,0
232.2,94.8492312704903,2.26112086122837,122.605199173683,15.9046754698006,0,0.255857910682057,0.0473633175380697,0,0.000209580452722956,3.88254425257103e-05,0,0
232.23,94.821030742502,2.26111472539445,122.604956943032,15.9046526007873,0,0.255929366030096,0.0473765352320838,0,0.000209709498338159,3.88493485869674e-05,0,0
232.26,94.7928295546214,2.26110850813948,122.604711357227,15.9046294139039,0,0.25600082953767,0.0473897544299626,0,0.000209838561182802,3.88732578400081e-05,0,0
232.29,94.764627706833,2.26110220853212,122.604462376433,15.9046059053672,0,0.256072301205293,0.0474029751317992,0,0.000209967641258236,3.88971702850827e-05,0,0
232.32,94.7364251991213,2.26109582563249,122.60420996039,15.9045820713528,0,0.256143781033479,0.0474161973376869,0,0.000210096738565811,3.89210859224412e-05,0,0
232.35,94.7082220314709,2.26108935849215,122.603954068411,15.9045579079952,0,0.256215269022742,0.0474294210477191,0,0.000210225853106878,3.89450047523339e-05,0,0
232.38,94.6800182038665,2.261082806154,122.603694659379,15.9045334113877,0,0.256286765173598,0.0474426462619891,0,0.000210354984882788,3.89689267750109e-05,0,0
232.41,94.6518137162924,2.26107616765228,122.603431691747,15.9045085775823,0,0.256358269486561,0.04745587298059,0,0.000210484133894891,3.89928519907225e-05,0,0
232.44,94.6236085687334,2.26106944201252,122.603165123539,15.9044834025892,0,0.256429781962144,0.0474691012036153,0,0.000210613300144537,3.90167803997189e-05,0,0
232.47,94.5954027611739,2.26106262825148,122.602894912344,15.9044578823774,0,0.256501302600863,0.0474823309311581,0,0.000210742483633078,3.90407120022503e-05,0,0
232.5,94.5671962935985,2.26105572537711,122.602621015317,15.904432012874,0,0.256572831403232,0.0474955621633118,0,0.000210871684361864,3.90646467985668e-05,0,0
232.53,94.5389891659918,2.26104873238851,122.60234338918,15.9044057899641,0,0.256644368369765,0.0475087949001697,0,0.000211000902332246,3.90885847889186e-05,0,0
232.56,94.5107813783383,2.26104164827588,122.602061990214,15.904379209491,0,0.256715913500977,0.0475220291418249,0,0.000211130137545574,3.9112525973556e-05,0,0
232.59,94.4825729306225,2.26103447202047,122.601776774266,15.9043522672558,0,0.256787466797381,0.0475352648883709,0,0.000211259390003198,3.91364703527292e-05,0,0
232.62,94.4543638228291,2.26102720259455,122.60148769674,15.9043249590173,0,0.256859028259494,0.0475485021399009,0,0.000211388659706471,3.91604179266884e-05,0,0
232.65,94.4261540549425,2.26101983896134,122.601194712598,15.9042972804917,0,0.256930597887828,0.0475617408965081,0,0.000211517946656741,3.91843686956837e-05,0,0
232.68,94.3979436269474,2.261012380075,122.600897776358,15.9042692273528,0,0.257002175682898,0.0475749811582858,0,0.000211647250855361,3.92083226599654e-05,0,0
232.71,94.3697325388282,2.26100482488056,122.600596842094,15.9042407952315,0,0.257073761645219,0.0475882229253273,0,0.00021177657230368,3.92322798197838e-05,0,0
232.74,94.3415207905696,2.26099717231388,122.600291863432,15.9042119797155,0,0.257145355775304,0.0476014661977259,0,0.000211905911003049,3.92562401753889e-05,0,0
232.77,94.3133083821561,2.26098942130159,122.599982793548,15.9041827763498,0,0.257216958073669,0.0476147109755748,0,0.00021203526695482,3.92802037270311e-05,0,0
232.8,94.2850953135722,2.26098157076108,122.599669585166,15.9041531806358,0,0.257288568540828,0.0476279572589673,0,0.000212164640160342,3.93041704749606e-05,0,0
232.83,94.2568815848026,2.26097361960044,122.59935219056,15.9041231880312,0,0.257360187177295,0.0476412050479967,0,0.000212294030620966,3.93281404194275e-05,0,0
232.86,94.2286671958316,2.2609655667184,122.599030561545,15.9040927939503,0,0.257431813983584,0.0476544543427563,0,0.000212423438338044,3.93521135606821e-05,0,0
232.89,94.200452146644,2.26095741100431,122.598704649482,15.9040619937634,0,0.25750344896021,0.0476677051433392,0,0.000212552863312926,3.93760898989746e-05,0,0
232.92,94.1722364372242,2.26094915133809,122.598374405269,15.9040307827966,0,0.257575092107687,0.0476809574498389,0,0.000212682305546963,3.94000694345552e-05,0,0
232.95,94.1440200675569,2.26094078659017,122.598039779346,15.9039991563318,0,0.257646743426529,0.0476942112623484,0,0.000212811765041505,3.94240521676742e-05,0,0
232.98,94.1158030376264,2.26093231562146,122.597700721688,15.9039671096063,0,0.257718402917252,0.0477074665809612,0,0.000212941241797903,3.94480380985818e-05,0,0
233.01,94.0875853474175,2.26092373728332,122.597357181803,15.9039346378128,0,0.257790070580368,0.0477207234057704,0,0.000213070735817508,3.94720272275282e-05,0,0
233.04,94.0593669969146,2.26091505041749,122.597009108735,15.9039017360989,0,0.257861746416393,0.0477339817368694,0,0.000213200247101671,3.94960195547637e-05,0,0
233.07,94.0311479861023,2.26090625385607,122.596656451053,15.9038683995672,0,0.257933430425841,0.0477472415743513,0,0.000213329775651743,3.95200150805384e-05,0,0
233.1,94.0029283149652,2.26089734642147,122.596299156858,15.903834623275,0,0.258005122609225,0.0477605029183094,0,0.000213459321469074,3.95440138051027e-05,0,0
233.13,93.9747079834878,2.26088832692635,122.595937173773,15.903800402234,0,0.258076822967062,0.0477737657688371,0,0.000213588884555015,3.95680157287067e-05,0,0
233.16,93.9464869916546,2.26087919417362,122.595570448948,15.9037657314099,0,0.258148531499864,0.0477870301260275,0,0.000213718464910918,3.95920208516006e-05,0,0
233.19,93.9182653394502,2.26086994695634,122.595198929052,15.9037306057228,0,0.258220248208146,0.0478002959899739,0,0.000213848062538132,3.96160291740348e-05,0,0
233.22,93.8900430268591,2.26086058405776,122.594822560271,15.9036950200464,0,0.258291973092422,0.0478135633607695,0,0.000213977677438009,3.96400406962595e-05,0,0
233.25,93.8618200538659,2.26085110425118,122.594441288312,15.9036589692078,0,0.258363706153207,0.0478268322385077,0,0.0002141073096119,3.96640554185248e-05,0,0
233.28,93.8335964204552,2.2608415063,122.594055058393,15.9036224479877,0,0.258435447391015,0.0478401026232816,0,0.000214236959061155,3.96880733410811e-05,0,0
233.31,93.8053721266114,2.26083178895762,122.593663815244,15.9035854511199,0,0.25850719680636,0.0478533745151845,0,0.000214366625787125,3.97120944641786e-05,0,0
233.34,93.7771471723191,2.26082195096742,122.593267503107,15.9035479732911,0,0.258578954399757,0.0478666479143096,0,0.000214496309791162,3.97361187880676e-05,0,0
233.37,93.748921557563,2.26081199106275,122.592866065729,15.9035100091405,0,0.258650720171719,0.0478799228207503,0,0.000214626011074615,3.97601463129982e-05,0,0
233.4,93.7206952823274,2.26080190796682,122.592459446363,15.9034715532599,0,0.258722494122762,0.0478931992345997,0,0.000214755729638837,3.97841770392207e-05,0,0
233.43,93.692468346597,2.26079170039274,122.592047587766,15.9034326001935,0,0.258794276253399,0.0479064771559511,0,0.000214885465485177,3.98082109669855e-05,0,0
233.46,93.6642407503563,2.26078136704341,122.591630432193,15.9033931444372,0,0.258866066564144,0.0479197565848977,0,0.000215015218614988,3.98322480965427e-05,0,0
233.49,93.6360124935899,2.26077090661155,122.591207921401,15.903353180439,0,0.258937865055513,0.0479330375215329,0,0.000215144989029619,3.98562884281425e-05,0,0
233.52,93.6077835762822,2.26076031777962,122.590779996639,15.9033127025982,0,0.259009671728019,0.0479463199659497,0,0.000215274776730421,3.98803319620354e-05,0,0
233.55,93.5795539984179,2.26074959921977,122.590346598652,15.9032717052655,0,0.259081486582176,0.0479596039182415,0,0.000215404581718747,3.99043786984714e-05,0,0
233.58,93.5513237599815,2.26073874959387,122.589907667675,15.903230182743,0,0.259153309618498,0.0479728893785014,0,0.000215534403995946,3.99284286377009e-05,0,0
233.61,93.5230928609574,2.26072776755337,122.589463143434,15.9031881292832,0,0.259225140837501,0.0479861763468229,0,0.000215664243563369,3.99524817799742e-05,0,0
233.64,93.4948613013304,2.26071665173938,122.58901296514,15.9031455390896,0,0.259296980239698,0.0479994648232989,0,0.000215794100422368,3.99765381255414e-05,0,0
233.67,93.4666290810848,2.26070540078254,122.58855707149,15.9031024063162,0,0.259368827825603,0.0480127548080229,0,0.000215923974574293,4.00005976746529e-05,0,0
233.7,93.4383962002053,2.26069401330304,122.58809540066,15.903058725067,0,0.259440683595731,0.0480260463010881,0,0.000216053866020495,4.0024660427559e-05,0,0
233.73,93.4101626586764,2.26068248791056,122.587627890311,15.9030144893961,0,0.259512547550596,0.0480393393025876,0,0.000216183774762327,4.00487263845098e-05,0,0
233.76,93.3819284564826,2.26067082320424,122.587154477577,15.9029696933073,0,0.259584419690712,0.0480526338126147,0,0.000216313700801137,4.00727955457557e-05,0,0
233.79,93.3536935936084,2.26065901777267,122.58667509907,15.9029243307542,0,0.259656300016593,0.0480659298312626,0,0.000216443644138278,4.00968679115469e-05,0,0
233.82,93.3254580700385,2.26064707019381,122.586189690876,15.9028783956395,0,0.259728188528754,0.0480792273586246,0,0.0002165736047751,4.01209434821338e-05,0,0
233.85,93.2972218857573,2.260634979035,122.58569818855,15.9028318818151,0,0.259800085227708,0.0480925263947939,0,0.000216703582712955,4.01450222577665e-05,0,0
233.88,93.2689850407494,2.26062274285291,122.585200527115,15.9027847830817,0,0.25987199011397,0.0481058269398637,0,0.000216833577953194,4.01691042386954e-05,0,0
233.91,93.2407475349994,2.2606103601935,122.584696641064,15.9027370931889,0,0.259943903188055,0.0481191289939273,0,0.000216963590497166,4.01931894251707e-05,0,0
233.94,93.2125093684917,2.26059782959201,122.584186464352,15.9026888058345,0,0.260015824450476,0.0481324325570778,0,0.000217093620346225,4.02172778174427e-05,0,0
233.97,93.1842705412109,2.26058514957291,122.583669930397,15.9026399146647,0,0.260087753901748,0.0481457376294085,0,0.00021722366750172,4.02413694157618e-05,0,0
234,93.1560310531416,2.26057231864989,122.583146972076,15.9025904132739,0,0.260159691542384,0.0481590442110127,0,0.000217353731965003,4.02654642203781e-05,0,0
234.03,93.1277909042682,2.26055933532581,122.582617521724,15.9025402952039,0,0.260231637372899,0.0481723523019834,0,0.000217483813737425,4.02895622315419e-05,0,0
234.06,93.0995500945754,2.26054619809267,122.582081511134,15.9024895539445,0,0.260303591393807,0.0481856619024141,0,0.000217613912820337,4.03136634495037e-05,0,0
234.09,93.0713086240476,2.26053290543161,122.58153887155,15.9024381829327,0,0.260375553605623,0.0481989730123978,0,0.00021774402921509,4.03377678745136e-05,0,0
234.12,93.0430664926693,2.26051945581285,122.580989533669,15.9023861755528,0,0.26044752400886,0.0482122856320278,0,0.000217874162923035,4.03618755068219e-05,0,0
234.15,93.0148237004253,2.26050584769568,122.580433427636,15.9023335251359,0,0.260519502604033,0.0482255997613973,0,0.000218004313945523,4.03859863466789e-05,0,0
234.18,92.9865802472999,2.26049207952843,122.579870483046,15.9022802249601,0,0.260591489391656,0.0482389154005995,0,0.000218134482283906,4.04101003943349e-05,0,0
234.21,92.9583361332776,2.26047814974843,122.579300628936,15.90222626825,0,0.260663484372242,0.0482522325497277,0,0.000218264667939534,4.04342176500403e-05,0,0
234.24,92.9300913583431,2.26046405678203,122.578723793789,15.9021716481765,0,0.260735487546307,0.048265551208875,0,0.000218394870913759,4.04583381140452e-05,0,0
234.27,92.9018459224809,2.2604497990445,122.578139905528,15.9021163578568,0,0.260807498914364,0.0482788713781346,0,0.000218525091207932,4.04824617866001e-05,0,0
234.3,92.8735998256755,2.26043537494009,122.577548891515,15.9020603903539,0,0.260879518476927,0.0482921930575999,0,0.000218655328823404,4.05065886679551e-05,0,0
234.33,92.8453530679114,2.26042078286193,122.576950678551,15.9020037386767,0,0.260951546234511,0.0483055162473639,0,0.000218785583761525,4.05307187583606e-05,0,0
234.36,92.8171056491732,2.26040602119206,122.57634519287,15.9019463957798,0,0.26102358218763,0.0483188409475199,0,0.000218915856023649,4.0554852058067e-05,0,0
234.39,92.7888575694454,2.26039108830139,122.575732360142,15.9018883545629,0,0.261095626336798,0.0483321671581612,0,0.000219046145611124,4.05789885673244e-05,0,0
234.42,92.7606088287125,2.26037598254966,122.575112105466,15.9018296078711,0,0.261167678682528,0.0483454948793808,0,0.000219176452525304,4.06031282863833e-05,0,0
234.45,92.7323594269591,2.26036070228547,122.574484353373,15.9017701484944,0,0.261239739225336,0.048358824111272,0,0.000219306776767538,4.06272712154939e-05,0,0
234.48,92.7041093641697,2.2603452458462,122.57384902782,15.9017099691679,0,0.261311807965735,0.048372154853928,0,0.000219437118339178,4.06514173549065e-05,0,0
234.51,92.6758586403288,2.26032961155802,122.573206052191,15.9016490625709,0,0.261383884904239,0.0483854871074421,0,0.000219567477241576,4.06755667048714e-05,0,0
234.54,92.6476072554209,2.26031379773588,122.572555349294,15.9015874213275,0,0.261455970041363,0.0483988208719073,0,0.000219697853476083,4.0699719265639e-05,0,0
234.57,92.6193552094307,2.26029780268347,122.57189684136,15.9015250380059,0,0.26152806337762,0.048412156147417,0,0.000219828247044049,4.07238750374596e-05,0,0
234.6,92.5911025023426,2.26028162469321,122.571230450038,15.9014619051184,0,0.261600164913525,0.0484254929340642,0,0.000219958657946826,4.07480340205834e-05,0,0
234.63,92.5628491341411,2.26026526204625,122.570556096399,15.9013980151215,0,0.261672274649591,0.0484388312319423,0,0.000220089086185766,4.07721962152608e-05,0,0
234.66,92.5345951048109,2.26024871301243,122.569873700931,15.9013333604151,0,0.261744392586334,0.0484521710411444,0,0.000220219531762219,4.07963616217422e-05,0,0
234.69,92.5063404143363,2.26023197585027,122.569183183535,15.9012679333428,0,0.261816518724266,0.0484655123617637,0,0.000220349994677537,4.08205302402777e-05,0,0
234.72,92.478085062702,2.26021504880698,122.568484463527,15.9012017261916,0,0.261888653063903,0.0484788551938934,0,0.000220480474933072,4.08447020711179e-05,0,0
234.75,92.4498290498925,2.26019793011841,122.567777459638,15.901134731192,0,0.261960795605757,0.0484921995376266,0,0.000220610972530174,4.08688771145129e-05,0,0
234.78,92.4215723758923,2.26018061800904,122.567062090005,15.9010669405171,0,0.262032946350344,0.0485055453930566,0,0.000220741487470194,4.08930553707131e-05,0,0
234.81,92.3933150406859,2.26016311069202,122.566338272178,15.9009983462834,0,0.262105105298177,0.0485188927602766,0,0.000220872019754485,4.09172368399688e-05,0,0
234.84,92.3650570442578,2.26014540636909,122.565605923112,15.90092894055,0,0.262177272449771,0.0485322416393798,0,0.000221002569384397,4.09414215225304e-05,0,0
234.87,92.3367983865926,2.26012750323061,122.564864959169,15.9008587153184,0,0.262249447805638,0.0485455920304593,0,0.000221133136361281,4.09656094186482e-05,0,0
234.9,92.3085390676749,2.26010939945554,122.564115296117,15.9007876625329,0,0.262321631366295,0.0485589439336083,0,0.00022126372068649,4.09898005285725e-05,0,0
234.93,92.2802790874891,2.26009109321143,122.563356849124,15.90071577408,0,0.262393823132253,0.04857229734892,0,0.000221394322361374,4.10139948525537e-05,0,0
234.96,92.2520184460197,2.26007258265441,122.562589532764,15.9006430417884,0,0.262466023104029,0.0485856522764877,0,0.000221524941387285,4.10381923908421e-05,0,0
234.99,92.2237571432514,2.26005386592919,122.561813261007,15.9005694574286,0,0.262538231282134,0.0485990087164044,0,0.000221655577765574,4.10623931436879e-05,0,0
235.02,92.1954951791685,2.26003494116905,122.561027947224,15.9004950127133,0,0.262610447667085,0.0486123666687634,0,0.000221786231497592,4.10865971113417e-05,0,0
235.05,92.1672325537557,2.26001580649582,122.560233504186,15.9004196992969,0,0.262682672259394,0.0486257261336578,0,0.000221916902584692,4.11108042940536e-05,0,0
235.08,92.1389692669974,2.25999646001992,122.559429844056,15.9003435087753,0,0.262754905059576,0.0486390871111808,0,0.000222047591028223,4.11350146920741e-05,0,0
235.11,92.1107053188783,2.25997689984029,122.558616878396,15.9002664326859,0,0.262827146068145,0.0486524496014257,0,0.000222178296829538,4.11592283056534e-05,0,0
235.14,92.0824407093827,2.25995712404444,122.55779451816,15.9001884625077,0,0.262899395285614,0.0486658136044855,0,0.000222309019989989,4.1183445135042e-05,0,0
235.17,92.0541754384953,2.25993713070844,122.556962673695,15.9001095896606,0,0.262971652712498,0.0486791791204535,0,0.000222439760510925,4.12076651804902e-05,0,0
235.2,92.0259095062006,2.25991691789689,122.556121254742,15.900029805506,0,0.263043918349311,0.0486925461494228,0,0.0002225705183937,4.12318884422482e-05,0,0
235.23,91.9976429124831,2.25989648366295,122.555270170428,15.8999491013459,0,0.263116192196567,0.0487059146914866,0,0.000222701293639664,4.12561149205666e-05,0,0
235.26,91.9693756573272,2.25987582604832,122.554409329276,15.8998674684236,0,0.26318847425478,0.0487192847467381,0,0.000222832086250168,4.12803446156956e-05,0,0
235.29,91.9411077407176,2.25985494308326,122.553538639191,15.8997848979229,0,0.263260764524463,0.0487326563152704,0,0.000222962896226565,4.13045775278855e-05,0,0
235.32,91.9128391626387,2.25983383278658,122.55265800747,15.8997013809684,0,0.263333063006132,0.0487460293971767,0,0.000223093723570206,4.13288136573868e-05,0,0
235.35,91.8845699230751,2.25981249316566,122.551767340795,15.8996169086253,0,0.263405369700299,0.0487594039925502,0,0.000223224568282441,4.13530530044497e-05,0,0
235.38,91.8563000220113,2.25979092221641,122.550866545235,15.8995314718992,0,0.263477684607478,0.0487727801014841,0,0.000223355430364623,4.13772955693247e-05,0,0
235.41,91.8280294594318,2.25976911792335,122.549955526242,15.8994450617362,0,0.263550007728185,0.0487861577240715,0,0.000223486309818104,4.14015413522621e-05,0,0
235.44,91.7997582353211,2.25974707825954,122.549034188654,15.8993576690227,0,0.263622339062932,0.0487995368604055,0,0.000223617206644233,4.14257903535122e-05,0,0
235.47,91.7714863496638,2.25972480118664,122.54810243669,15.899269284585,0,0.263694678612234,0.0488129175105795,0,0.000223748120844364,4.14500425733255e-05,0,0
235.5,91.7432138024444,2.25970228465487,122.547160173955,15.89917989919,0,0.263767026376605,0.0488262996746864,0,0.000223879052419848,4.14742980119522e-05,0,0
235.53,91.7149405936474,2.25967952660309,122.546207303432,15.8990895035444,0,0.263839382356558,0.0488396833528195,0,0.000224010001372035,4.14985566696428e-05,0,0
235.56,91.6866667232573,2.25965652495875,122.545243727488,15.8989980882948,0,0.263911746552609,0.0488530685450719,0,0.000224140967702279,4.15228185466476e-05,0,0
235.59,91.6583921912586,2.2596332776379,122.544269347869,15.8989056440279,0,0.263984118965269,0.0488664552515368,0,0.000224271951411929,4.1547083643217e-05,0,0
235.62,91.6301169976359,2.25960978254526,122.543284065703,15.8988121612701,0,0.264056499595054,0.0488798434723073,0,0.000224402952502338,4.15713519596013e-05,0,0
235.65,91.6018411423736,2.25958603757416,122.542287781495,15.8987176304875,0,0.264128888442478,0.0488932332074767,0,0.000224533970974857,4.1595623496051e-05,0,0
235.68,91.5735646254563,2.25956204060662,122.541280395131,15.8986220420861,0,0.264201285508054,0.048906624457138,0,0.000224665006830838,4.16198982528163e-05,0,0
235.71,91.5452874468685,2.25953778951332,122.540261805874,15.8985253864114,0,0.264273690792296,0.0489200172213844,0,0.000224796060071633,4.16441762301477e-05,0,0
235.74,91.5170096065948,2.25951328215363,122.539231912367,15.8984276537487,0,0.264346104295719,0.048933411500309,0,0.000224927130698592,4.16684574282956e-05,0,0
235.77,91.4887311046196,2.25948851637563,122.53819061263,15.8983288343226,0,0.264418526018836,0.0489468072940051,0,0.000225058218713068,4.16927418475103e-05,0,0
235.8,91.4604519409274,2.25946349001615,122.537137804059,15.8982289182974,0,0.264490955962161,0.0489602046025658,0,0.000225189324116412,4.17170294880422e-05,0,0
235.83,91.4321721155028,2.25943820090073,122.536073383431,15.8981278957768,0,0.264563394126208,0.0489736034260841,0,0.000225320446909976,4.17413203501416e-05,0,0
235.86,91.4038916283303,2.25941264684372,122.534997246896,15.8980257568039,0,0.264635840511491,0.0489870037646534,0,0.000225451587095111,4.17656144340591e-05,0,0
235.89,91.3756104793944,2.25938682564822,122.533909289985,15.8979224913614,0,0.264708295118524,0.0490004056183666,0,0.00022558274467317,4.17899117400448e-05,0,0
235.92,91.3473286686796,2.25936073510617,122.532809407601,15.8978180893712,0,0.26478075794782,0.049013808987317,0,0.000225713919645502,4.18142122683494e-05,0,0
